class_pharmaceutical,class_therapeutic,atc,original_name,route,count,is_ab_med,is_sdd,target_atc,target_name,target_group,check,comment,is_antibiotic,is_medication,conversion_rate,concentration,dose_per_unit
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB09,"ROPIVACAINE 7,5MG/ML INJECTIE",,8,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB09,ROPIVACAINE INJ/INFOPL 2MG/ML ZAK 200ML,epiduraal,6,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE 1,25 MG/ML INJECTIE ANESTHESIE ONE-STEP MED",perineuraal,9,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE 2,5 MG/ML INJECTIE ANESTHESIE ONE-STEP MED",perineuraal,204,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE 2,5 MG/ML SPUITENPOMP",epiduraal,6,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE 2,5 MG/ML SPUITENPOMP",perineuraal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,LEVOBUPIVACAINE 5 MG/ML INJECTIE ANESTHESIE ONE-STEP MED,perineuraal,110,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INFVLST 1,25MG/ML ZAK 100ML",epiduraal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INFVLST 1,25MG/ML ZAK 100ML",perineuraal,511,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INFVLST 1,25MG/ML ZAK 100ML",,4,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INJVLST 2,5MG/ML AMP",epiduraal,4,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INJVLST 2,5MG/ML AMP",perineuraal,4,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,"LEVOBUPIVACAINE INJVLST 2,5MG/ML AMP",,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,LEVOBUPIVACAINE INJVLST 5MG/ML AMP,lokaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB10,LEVOBUPIVACAINE INJVLST 5MG/ML AMP,perineuraal,8,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/PRILOCAINE CREME 25/25MG/G,cutaan,146,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/PRILOCAINE CREME 25/25MG/G,,161,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/PRILOCAINE PLEISTER 25/25MG,cutaan,5,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/PRILOCAINE PLEISTER 25/25MG,,5,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/TETRACAINE PLEISTER 70/70MG,cutaan,7,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB20,LIDOCAINE/TETRACAINE PLEISTER 70/70MG,,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB51,"BUPIVACAINE/SUFENTANIL INF 1,25MG/0,5UG/ML FL 50",epiduraal,2777,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB51,"BUPIVACAINE/SUFENTANIL INF 1,25MG/1UG/ML FL 50",epiduraal,100,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 10MG/ 5UG/ML FL 20ML,intralaesionaal,17,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 10MG/ 5UG/ML FL 20ML,lokaal,17,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 10MG/ 5UG/ML FL 20ML,,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 10MG/ 5UG/ML FL 20MLOUD,intralaesionaal,7,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 10MG/ 5UG/ML FL 20MLOUD,lokaal,11,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 20MG/ 5UG/ML FL 20ML,epiduraal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 20MG/ 5UG/ML FL 20ML,intralaesionaal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 20MG/ 5UG/ML FL 20ML,lokaal,7,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 20MG/ 5UG/ML FL 20MLOUD,intralaesionaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,LIDOCAINE/ADRENALINE INJVL 20MG/ 5UG/ML FL 20MLOUD,lokaal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/ADRENALINE INJVL 20MG/12,5UG/ML PATR 1,8",lokaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 11ML (20,9/0,523MG/ML)",cutaan,22,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 11ML (20,9/0,523MG/ML)",intravesicaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 11ML (20,9/0,523MG/ML)",urethraal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 11ML (20,9/0,523MG/ML)",,20,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 6ML (20,9/0,523MG/ML)",cutaan,147,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 6ML (20,9/0,523MG/ML)",urethraal,43,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB52,"LIDOCAINE/CHLOORHEX GEL WSP 6ML (20,9/0,523MG/ML)",,53,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRE INJV 40/0,01MG/ML (HCL) PATR 1,7ML",cutaan,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRE INJV 40/0,01MG/ML (HCL) PATR 1,7ML",dentaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRE INJV 40/0,01MG/ML (HCL) PATR 1,7ML",lokaal,5,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRE INJV 40/0,01MG/ML (TAR) PATR 1,8ML",intralaesionaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRENALINE INJV 40/0,01MG/ML PATR 1,7ML",lokaal,34,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRENALINE INJV 40/0,01MG/ML PATR 1,8ML",intralaesionaal,18,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BB58,"ARTICAINE/ADRENALINE INJV 40/0,01MG/ML PATR 1,8ML",lokaal,9,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BC01,COCAINE NEUSDRUPPELS 100MG/ML FL,nasaal,4,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BC01,COCAINE POEDER LOKAAL 100MG,nasaal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,N01BX04,"CAPSAICINE CREME 0,75MG/G",,5,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 0,625 MG/ML SPUITENPOMP AMC",,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP",epiduraal,142,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP",perineuraal,450,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP",,41,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP PCEA",epiduraal,339,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP PCEA",perineuraal,23,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP PCEA",,13,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP PCEA (VUMC)",epiduraal,8,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 1,25 MG/ML SPUITENPOMP VUMC",epiduraal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP",epiduraal,63,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP",perineuraal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP",,3,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP PCEA",epiduraal,17,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP PCEA",perineuraal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"BUPIVACAINE 2,5 MG/ML SPUITENPOMP PCEA",,6,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,BUPIVACAINE 5 MG/ML SPUITENPOMP,epiduraal,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,BUPIVACAINE 5 MG/ML SPUITENPOMP,perineuraal,3,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"LEVOBUPIVACAINE 1,25 MG/ML SPUITENPOMP PC PZB",perineuraal,11,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"LEVOBUPIVACAINE 1,25 MG/ML SPUITENPOMP PC PZB",,9,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"LEVOBUPIVACAINE 2,5 MG/ML INJECTIE",epiduraal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"LEVOBUPIVACAINE 2,5 MG/ML INJECTIE",lokaal,10,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"LEVOBUPIVACAINE 2,5 MG/ML INJECTIE",,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,LIDOCAINE INJVLST 20 MG/ML (HCL) FL 50 ML,intraveneus,10,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,LIDOCAINE INJVLST 20 MG/ML (HCL) FL 50 ML,subcutaan,6,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,LIDOCAINE INJVLST 20 MG/ML (HCL) FL 50 ML,,6,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,LIDOCAINE INJVLST 40MG/ML AMP 2 ML,retrobulbair,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,PIRITRAMIDE 1 MG/ML PCA SPUITENPOMP,intraveneus,1,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,PIRITRAMIDE 1 MG/ML PCA SPUITENPOMP,,3,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"ROPIVACAINE 3,75 MG/ML INJECTIE ANESTHESIE ONE-STEP",epiduraal,2,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE",ANAESTHETICA,,"ROPIVACAINE 3,75 MG/ML INJECTIE ANESTHESIE ONE-STEP",perineuraal,198,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE (S01H)",MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,S01HA02,"OXYBUPROCAINE OOGDRUPPELS 4MG/ML TUBE 0,5ML",oculair,11,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE (S01H)",MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,S01HA02,"OXYBUPROCAINE OOGDRUPPELS 4MG/ML TUBE 0,5ML",Rechter oog,3,0,,,,,,,,,,,
"ANAESTHETICA, LOKALE (S01H)",MIDDELEN VOOR OOGHEELKUNDIG GEBRUIK,S01HA02,"OXYBUPROCAINE OOGDRUPPELS 4MG/ML TUBE 0,5ML",,9,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON CAPSULE 40MG,oraal,20,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON GEL 10MG/G ZAKJE 5G,transdermaal,484,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON GEL 10MG/G ZAKJE 5G,,147,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,"TESTOSTERON GEL 16,2MG/G",transdermaal,14,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,"TESTOSTERON GEL 16,2MG/G",,5,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON GEL 20MG/G,cutaan,1,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON GEL 20MG/G,transdermaal,48,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON GEL 20MG/G,,17,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML (UNDECANOAAT) AMP 4ML,intramusculair,1,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML (UNDECANOAAT) AMP 4ML,,1,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML (UNDECANOAAT) FL 4ML,intramusculair,5,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML (UNDECANOAAT) FL 4ML,,9,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML AMP 1ML (SUSTANON),intramusculair,13,0,,,,,,,,,,,
ANDROGENEN,GESLACHTSHORMONEN EN MODULATOREN VAN HET GENITALE STELSEL,G03BA03,TESTOSTERON INJVLST 250MG/ML AMP 1ML (SUSTANON),,22,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 100MG,oraal,2,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 100MG,,1,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 25MG,oraal,12,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 25MG,,24,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 50MG,oraal,3776,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 50MG,per jejunum sonde,11,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 50MG,per maag sonde,179,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA01,LOSARTAN TABLET FO 50MG,,1344,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA02,EPROSARTAN TABLET OMHULD 400MG,oraal,14,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA02,EPROSARTAN TABLET OMHULD 400MG,,5,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 160MG,oraal,3,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 160MG,,3,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 320MG,oraal,23,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 320MG,,10,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 40MG,,1,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 80MG,oraal,1349,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA03,VALSARTAN TABLET OMHULD 80MG,,416,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA04,IRBESARTAN TABLET 150MG,oraal,1109,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA04,IRBESARTAN TABLET 150MG,per duodenum sonde,5,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA04,IRBESARTAN TABLET 150MG,per jejunum sonde,1,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA04,IRBESARTAN TABLET 150MG,per maag sonde,49,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA04,IRBESARTAN TABLET 150MG,,445,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 16MG,oraal,10,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 16MG,per maag sonde,3,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 16MG,,6,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 32MG,oraal,23,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 32MG,,4,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 4MG,oraal,214,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 4MG,,60,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 8MG,oraal,997,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 8MG,per maag sonde,69,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA06,CANDESARTAN TABLET 8MG,,497,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA07,TELMISARTAN TABLET 20MG,oraal,5,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA07,TELMISARTAN TABLET 20MG,,2,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA07,TELMISARTAN TABLET 40MG,oraal,3,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA07,TELMISARTAN TABLET 80MG,oraal,6,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA07,TELMISARTAN TABLET 80MG,,8,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA08,OLMESARTAN TABLET FO 10MG,oraal,7,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA08,OLMESARTAN TABLET FO 10MG,,5,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA08,OLMESARTAN TABLET FO 20MG,oraal,16,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA08,OLMESARTAN TABLET FO 20MG,,17,0,,,,,,,,,,,
ANGIOTENSINE-II-ANTAGONISTEN,MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09CA08,OLMESARTAN TABLET FO 40MG,,4,0,,,,,,,,,,,
"ANGIOTENSINE-II-ANTAGONISTEN, COMBINATIEPREPARATEN",MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09DA01,LOSARTAN/HYDROCHLOORTHIAZIDE TAB OMHULD 100/25MG,oraal,3,0,,,,,,,,,,,
"ANGIOTENSINE-II-ANTAGONISTEN, COMBINATIEPREPARATEN",MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09DA01,LOSARTAN/HYDROCHLOORTHIAZIDE TAB OMHULD 100/25MG,,2,0,,,,,,,,,,,
"ANGIOTENSINE-II-ANTAGONISTEN, COMBINATIEPREPARATEN",MIDDELEN AANGRIJPEND OP HET RENINE-ANGIOTENSINESYSTEEM,C09DA01,"LOSARTAN/HYDROCHLOORTHIAZIDE TAB OMHULD 50/12,5MG",oraal,2,0,,,,,,,,,,,
